timestamp,value,label
2005-01-01 01:00:00,1715.4395639213706,0
2005-01-01 02:00:00,1670.0663747552662,0
2005-01-01 03:00:00,3457.732920414255,1
2005-01-01 04:00:00,1543.78825334714,0
2005-01-01 05:00:00,1464.9259174792164,0
2005-01-01 06:00:00,1377.2267813055562,0
2005-01-01 07:00:00,1282.1122597797198,0
2005-01-01 08:00:00,1181.1269799861984,0
2005-01-01 09:00:00,1075.9117310322642,0
2005-01-01 10:00:00,968.1730990391775,0
2005-01-01 11:00:00,859.6507574184831,0
2005-01-01 12:00:00,752.0835489185407,0
2005-01-01 13:00:00,647.1755830177071,0
2005-01-01 14:00:00,546.5635720938874,0
2005-01-01 15:00:00,451.7865424168153,0
2005-01-01 16:00:00,364.2588894219634,0
2005-01-01 17:00:00,285.24751621895604,0
2005-01-01 18:00:00,215.85352092099083,0
2005-01-01 19:00:00,156.9986069482065,0
2005-01-01 20:00:00,109.41610708900875,0
2005-01-01 21:00:00,73.6462617491284,0
2005-01-01 22:00:00,50.035195848391744,0
2005-01-01 23:00:00,38.736912986375536,0
2005-01-02 00:00:00,39.71757842628979,0
2005-01-02 01:00:00,52.76139487914534,0
2005-01-02 02:00:00,77.47747983519862,0
2005-01-02 03:00:00,113.30731596926924,0
2005-01-02 04:00:00,159.53254694302643,0
2005-01-02 05:00:00,215.28310608415208,0
2005-01-02 06:00:00,279.54587000191873,0
2005-01-02 07:00:00,351.1741994850208,0
2005-01-02 08:00:00,428.8988459043441,0
2005-01-02 09:00:00,511.34074831810824,0
2005-01-02 10:00:00,597.0262171480706,0
2005-01-02 11:00:00,684.4048951210534,0
2005-01-02 12:00:00,771.8707134605038,0
2005-01-02 13:00:00,857.7858364479976,0
2005-01-02 14:00:00,940.5073314227319,0
2005-01-02 15:00:00,1018.4160385677078,0
2005-01-02 16:00:00,1089.9468711239288,0
2005-01-02 17:00:00,1153.6195763042858,0
2005-01-02 18:00:00,1208.0688507303457,0
2005-01-02 19:00:00,1252.0726464986872,0
2005-01-02 20:00:00,1284.5775325638149,0
2005-01-02 21:00:00,1304.720090551016,0
2005-01-02 22:00:00,1311.8435159240162,0
2005-01-02 23:00:00,1305.508848944527,0
2005-01-03 00:00:00,1285.5005536509902,0
2005-01-03 01:00:00,1251.8264720357145,0
2005-01-03 02:00:00,1204.7124783035924,0
2005-01-03 03:00:00,1144.5924193744763,0
2005-01-03 04:00:00,1072.0941311018921,0
2005-01-03 05:00:00,988.0224491597335,0
2005-01-03 06:00:00,893.3401805016933,0
2005-01-03 07:00:00,789.1479649888419,0
2005-01-03 08:00:00,676.6638444418812,0
2005-01-03 09:00:00,557.203182442574,0
2005-01-03 10:00:00,432.1593628568818,0
2005-01-03 11:00:00,302.985462166499,0
2005-01-03 12:00:00,171.17686549241122,0
2005-01-03 13:00:00,38.25460271552402,0
2005-01-03 14:00:00,-94.2509601727923,0
2005-01-03 15:00:00,-224.81651352982578,0
2005-01-03 16:00:00,-351.94271861165424,0
