timestamp,value,label
2005-01-01 01:00:00,1502.1712108223014,0
2005-01-01 02:00:00,1542.3259431163256,0
2005-01-01 03:00:00,1887.3013264222134,1
2005-01-01 04:00:00,1550.1737491979106,0
2005-01-01 05:00:00,1520.216302325392,0
2005-01-01 06:00:00,1471.5466326148457,0
2005-01-01 07:00:00,1408.4907024915,0
2005-01-01 08:00:00,1336.1511721617906,0
2005-01-01 09:00:00,1260.044336695715,0
2005-01-01 10:00:00,1185.7101478267682,0
2005-01-01 11:00:00,1122.7936033608448,0
2005-01-01 12:00:00,1071.266407418259,0
2005-01-01 13:00:00,1034.5294376993097,0
2005-01-01 14:00:00,1014.7017660799044,0
2005-01-01 15:00:00,1012.4704555967955,0
2005-01-01 16:00:00,1027.0398798987765,0
2005-01-01 17:00:00,1056.1840758979008,0
2005-01-01 18:00:00,1096.3986016129625,0
2005-01-01 19:00:00,1143.1415724540466,0
2005-01-01 20:00:00,1191.1474539331605,0
2005-01-01 21:00:00,1234.7922125447412,0
2005-01-01 22:00:00,1268.4849086258523,0
2005-01-01 23:00:00,1287.0589952824264,0
2005-01-02 00:00:00,1286.1365901262784,0
2005-01-02 01:00:00,1262.4408115837784,0
2005-01-02 02:00:00,1214.0347946917054,0
2005-01-02 03:00:00,1140.4709826383564,0
2005-01-02 04:00:00,1042.8403905076514,0
2005-01-02 05:00:00,923.7183411529804,0
2005-01-02 06:00:00,787.0102163419388,0
2005-01-02 07:00:00,637.707569399825,0
2005-01-02 08:00:00,481.57104501818833,0
2005-01-02 09:00:00,324.76153210406414,0
2005-01-02 10:00:00,173.44449720502007,0
2005-01-02 11:00:00,33.39426921774542,0
2005-01-02 12:00:00,-90.37495342920204,0
2005-01-02 13:00:00,-193.92642413915243,0
2005-01-02 14:00:00,-274.64506979012293,0
2005-01-02 15:00:00,-331.39216367338645,0
2005-01-02 16:00:00,-364.56009928914295,0
2005-01-02 17:00:00,-376.023716793188,0
2005-01-02 18:00:00,-368.9916762965373,0
2005-01-02 19:00:00,-347.7681749380411,0
2005-01-02 20:00:00,-317.44140416128084,0
2005-01-02 21:00:00,-283.5201243502655,0
2005-01-02 22:00:00,-251.54325658878219,0
2005-01-02 23:00:00,-226.68921586026497,0
2005-01-03 00:00:00,-213.41171228397783,0
2005-01-03 01:00:00,-215.12692696879643,0
2005-01-03 02:00:00,-233.97345093205553,0
2005-01-03 03:00:00,-270.6613991831858,0
2005-01-03 04:00:00,-324.4210167959844,0
2005-01-03 05:00:00,-393.0542951326123,0
2005-01-03 06:00:00,-473.08607781742006,0
2005-01-03 07:00:00,-560.0043374205944,0
2005-01-03 08:00:00,-648.5732085807618,0
2005-01-03 09:00:00,-733.1973870149582,0
2005-01-03 10:00:00,-808.3129858189144,0
2005-01-03 11:00:00,-868.7781205549859,0
2005-01-03 12:00:00,-910.236497032242,0
2005-01-03 13:00:00,-929.429100381875,0
2005-01-03 14:00:00,-924.4326068047393,0
2005-01-03 15:00:00,-894.8081202698,0
2005-01-03 16:00:00,-841.6499361456927,0
2005-01-03 17:00:00,-767.5308366696744,0
2005-01-03 18:00:00,-676.3474657799998,0
2005-01-03 19:00:00,-573.0761332917982,0
2005-01-03 20:00:00,-463.45549716811905,0
2005-01-03 21:00:00,-353.61755215245194,0
2005-01-03 22:00:00,-249.69187397251468,0
2005-01-03 23:00:00,-157.40989076690425,0
2005-01-04 00:00:00,-81.73595313055877,0
2005-01-04 01:00:00,-26.550151224114444,0
2005-01-04 02:00:00,5.5956940532023225,0
2005-01-04 03:00:00,13.632418832603832,0
2005-01-04 04:00:00,-1.972064761950577,0
2005-01-04 05:00:00,-39.26186329884618,0
2005-01-04 06:00:00,-94.94221216090158,0
2005-01-04 07:00:00,-164.61829957118843,0
2005-01-04 08:00:00,-243.10740291721032,0
2005-01-04 09:00:00,-324.8029545331619,0
2005-01-04 10:00:00,-404.0656310317732,0
2005-01-04 11:00:00,-475.6147353256922,0
2005-01-04 12:00:00,-534.8931378615978,0
2005-01-04 13:00:00,-578.3808633321731,0
2005-01-04 14:00:00,-603.8359270597721,0
2005-01-04 15:00:00,-610.4460014578846,0
2005-01-04 16:00:00,-598.8805881877421,0
2005-01-04 17:00:00,-571.2401702949753,0
2005-01-04 18:00:00,-530.9058572544935,0
2005-01-04 19:00:00,-482.2998346389484,0
2005-01-04 20:00:00,-430.573025575443,0
2005-01-04 21:00:00,-3813.5963264685056,1
2005-01-04 22:00:00,-339.79546789017013,0
2005-01-04 23:00:00,-311.31077676290454,0
2005-01-05 00:00:00,-300.0843042105129,0
2005-01-05 01:00:00,-309.3234715444285,0
2005-01-05 02:00:00,-340.90805483800835,0
2005-01-05 03:00:00,-395.2417531624201,0
2005-01-05 04:00:00,-471.2036565346374,0
2005-01-05 05:00:00,-566.2031061383591,0
2005-01-05 06:00:00,-676.3343974679198,0
